frame,bytetrack_active_ids,botsort_active_ids,bytetrack_unique_ids,botsort_unique_ids,bytetrack_fps_rolling,botsort_fps_rolling,bytetrack_new_id_events,botsort_new_id_events,bytetrack_lost_id_events,botsort_lost_id_events,bytetrack_reappeared_id_events,botsort_reappeared_id_events,bytetrack_latency_ms,botsort_latency_ms
1114,2,2,7,7,17.848,11.744,7,7,14,13,9,8,55.764,86.456
1115,2,2,7,7,17.862,11.749,7,7,14,13,9,8,55.769,84.235
1116,2,2,7,7,17.866,11.746,7,7,14,13,9,8,55.571,86.384
1117,2,2,7,7,17.877,11.746,7,7,14,13,9,8,55.545,85.093
1118,2,2,7,7,17.902,11.751,7,7,14,13,9,8,55.197,84.594
1119,2,2,7,7,17.925,11.754,7,7,14,13,9,8,55.730,84.645
1120,2,2,7,7,17.927,11.749,7,7,14,13,9,8,55.379,86.099
1121,2,2,7,7,17.918,11.756,7,7,14,13,9,8,57.192,84.344
1122,2,2,7,7,17.923,11.764,7,7,14,13,9,8,55.139,84.013
1123,2,2,7,7,17.922,11.760,7,7,14,13,9,8,56.181,85.805
1124,2,2,7,7,17.931,11.769,7,7,14,13,9,8,55.293,84.517
1125,2,2,7,7,17.931,11.771,7,7,14,13,9,8,55.792,83.914
1126,2,2,7,7,17.935,11.772,7,7,14,13,9,8,55.267,84.860
1127,2,2,7,7,17.939,11.775,7,7,14,13,9,8,55.732,84.043
1128,2,2,7,7,17.940,11.764,7,7,14,13,9,8,55.507,86.642
1129,2,2,7,7,17.930,11.769,7,7,14,13,9,8,56.732,84.890
1130,2,2,7,7,17.944,11.772,7,7,14,13,9,8,55.311,85.241
1131,2,2,7,7,17.950,11.774,7,7,14,13,9,8,55.825,85.303
1132,2,2,7,7,17.953,11.776,7,7,14,13,9,8,55.383,85.190
1133,2,2,7,7,17.960,11.767,7,7,14,13,9,8,55.675,85.876
1134,2,2,7,7,17.948,11.760,7,7,14,13,9,8,56.240,86.967
1135,2,2,7,7,17.937,11.758,7,7,14,13,9,8,56.625,84.560
1136,2,2,7,7,17.937,11.760,7,7,14,13,9,8,55.209,84.305
1137,2,2,7,7,17.931,11.754,7,7,14,13,9,8,56.215,85.534
1138,2,2,7,7,17.923,11.751,7,7,14,13,9,8,56.211,84.510
1139,2,2,7,7,17.907,11.744,7,7,14,13,9,8,57.252,85.772
1140,2,2,7,7,17.909,11.741,7,7,14,13,9,8,56.006,86.599
1141,2,2,7,7,17.909,11.746,7,7,14,13,9,8,56.234,84.553
1142,2,2,7,7,17.910,11.746,7,7,14,13,9,8,55.440,84.971
1143,2,2,7,7,17.907,11.745,7,7,14,13,9,8,56.080,84.693
1144,2,2,7,7,17.913,11.752,7,7,14,13,9,8,55.191,84.918
1145,2,2,7,7,17.913,11.750,7,7,14,13,9,8,55.747,84.530
1146,2,2,7,7,17.912,11.745,7,7,14,13,9,8,55.650,87.631
1147,2,2,7,7,17.911,11.748,7,7,14,13,9,8,55.651,84.354
1148,2,2,7,7,17.914,11.741,7,7,14,13,9,8,54.922,86.071
1149,2,2,7,7,17.909,11.741,7,7,14,13,9,8,56.233,84.706
1150,2,2,7,7,17.911,11.740,7,7,14,13,9,8,55.218,86.275
1151,2,2,7,7,17.925,11.742,7,7,14,13,9,8,55.812,83.949
1152,2,2,7,7,17.923,11.738,7,7,14,13,9,8,55.312,85.025
1153,2,2,7,7,17.927,11.744,7,7,14,13,9,8,55.800,84.398
1154,2,2,7,7,17.915,11.744,7,7,14,13,9,8,56.480,84.517
1155,2,2,7,7,17.914,11.738,7,7,14,13,9,8,55.858,85.239
1156,2,2,7,7,17.902,11.736,7,7,14,13,9,8,56.394,85.296
1157,2,2,7,7,17.895,11.728,7,7,14,13,9,8,56.356,85.666
1158,2,2,7,7,17.896,11.731,7,7,14,13,9,8,55.405,85.968
1159,2,2,7,7,17.903,11.735,7,7,14,13,9,8,56.083,84.171
1160,2,2,7,7,17.893,11.734,7,7,14,13,9,8,56.230,85.428
1161,2,2,7,7,17.890,11.734,7,7,14,13,9,8,56.172,85.287
1162,2,2,7,7,17.892,11.737,7,7,14,13,9,8,55.205,84.515
1163,2,2,7,7,17.893,11.739,7,7,14,13,9,8,55.582,85.370
1164,2,2,7,7,17.903,11.750,7,7,14,13,9,8,55.251,84.530
1165,2,2,7,7,17.915,11.744,7,7,14,13,9,8,55.515,85.900
1166,2,2,7,7,17.910,11.736,7,7,14,13,9,8,55.626,86.034
1167,2,2,7,7,17.915,11.741,7,7,14,13,9,8,55.779,84.505
1168,2,2,7,7,17.925,11.740,7,7,14,13,9,8,55.286,84.799
1169,2,2,7,7,17.934,11.745,7,7,14,13,9,8,56.389,84.547
1170,2,2,7,7,17.939,11.753,7,7,14,13,9,8,55.554,84.918
1171,2,2,7,7,17.940,11.754,7,7,14,13,9,8,56.083,84.370
1172,2,2,7,7,17.935,11.748,7,7,14,13,9,8,55.901,86.248
1173,2,2,7,7,17.934,11.751,7,7,14,13,9,8,56.183,84.110
1174,2,2,7,7,17.930,11.750,7,7,14,13,9,8,55.615,85.036
1175,2,2,7,7,17.919,11.750,7,7,14,13,9,8,56.781,84.575
1176,2,2,7,7,17.921,11.763,7,7,14,13,9,8,55.436,84.668
1177,2,2,7,7,17.927,11.769,7,7,14,13,9,8,55.143,83.201
1178,2,2,7,7,17.926,11.774,7,7,14,13,9,8,54.957,84.841
1179,2,2,7,7,17.935,11.778,7,7,14,13,9,8,55.452,83.917
1180,2,2,7,7,17.925,11.780,7,7,14,13,9,8,56.083,85.760
1181,2,2,7,7,17.931,11.783,7,7,14,13,9,8,55.304,83.345
1182,2,2,7,7,17.934,11.782,7,7,14,13,9,8,55.030,85.365
1183,2,2,7,7,17.935,11.780,7,7,14,13,9,8,55.656,84.656
1184,2,2,7,7,17.956,11.785,7,7,14,13,9,8,54.618,83.626
1185,2,2,7,7,17.959,11.790,7,7,14,13,9,8,55.549,84.099
1186,2,2,7,7,17.965,11.789,7,7,14,13,9,8,55.815,85.474
1187,2,2,7,7,17.969,11.791,7,7,14,13,9,8,55.973,85.320
1188,2,2,7,7,17.971,11.793,7,7,14,13,9,8,55.222,85.438
1189,2,2,7,7,17.968,11.784,7,7,14,13,9,8,56.353,86.117
1190,2,2,7,7,17.981,11.783,7,7,14,13,9,8,55.012,85.634
1191,2,2,7,7,17.988,11.788,7,7,14,13,9,8,55.581,84.285
1192,2,2,7,7,17.982,11.782,7,7,14,13,9,8,55.720,85.740
1193,2,2,7,7,17.985,11.792,7,7,14,13,9,8,55.297,83.394
1194,2,2,7,7,17.986,11.794,7,7,14,13,9,8,55.198,84.071
1195,2,2,7,7,17.980,11.803,7,7,14,13,9,8,56.022,83.800
1196,2,2,7,7,17.989,11.815,7,7,14,13,9,8,54.823,83.571
1197,2,2,7,7,17.994,11.819,7,7,14,13,9,8,55.325,83.676
1198,2,2,7,7,17.996,11.814,7,7,14,13,9,8,55.084,85.726
1199,2,2,7,7,18.003,11.792,7,7,14,13,9,8,55.785,89.645
1200,2,2,7,7,18.003,11.788,7,7,14,13,9,8,55.529,85.894
1201,2,2,7,7,17.992,11.781,7,7,14,13,9,8,57.098,85.738
1202,2,2,7,7,17.999,11.783,7,7,14,13,9,8,55.316,85.824
1203,2,2,7,7,18.000,11.777,7,7,14,13,9,8,56.059,85.553
1204,2,2,7,7,18.004,11.777,7,7,14,13,9,8,55.206,84.890
1205,2,2,7,7,18.017,11.769,7,7,14,13,9,8,55.603,86.282
1206,2,2,7,7,18.012,11.769,7,7,14,13,9,8,55.836,84.792
1207,2,2,7,7,18.006,11.764,7,7,14,13,9,8,55.768,84.132
1208,2,2,7,7,18.001,11.763,7,7,14,13,9,8,55.430,85.237
1209,2,2,7,7,17.997,11.755,7,7,14,13,9,8,55.810,85.651
1210,2,2,7,7,18.005,11.746,7,7,14,13,9,8,55.263,87.653
1211,2,2,7,7,18.003,11.743,7,7,14,13,9,8,55.577,83.900
1212,2,2,7,7,18.000,11.679,7,7,14,13,9,8,55.278,102.277
1213,2,2,7,7,17.967,11.680,7,7,14,13,9,8,58.848,84.343
1214,2,2,7,7,17.954,11.670,7,7,14,13,9,8,55.809,85.778
1215,2,2,7,7,17.948,11.661,7,7,14,13,9,8,56.178,86.136
1216,2,2,7,7,17.950,11.656,7,7,14,13,9,8,55.548,86.567
1217,2,2,7,7,17.951,11.658,7,7,14,13,9,8,55.910,84.973
1218,2,2,7,7,17.946,11.658,7,7,14,13,9,8,55.672,85.313
1219,2,2,7,7,17.947,11.661,7,7,14,13,9,8,56.276,85.444
1220,2,2,7,7,17.938,11.660,7,7,14,13,9,8,55.809,85.913
1221,2,2,7,7,17.928,11.654,7,7,14,13,9,8,56.568,85.558
1222,2,2,7,7,17.925,11.653,7,7,14,13,9,8,56.015,85.883
1223,2,2,7,7,17.913,11.642,7,7,14,13,9,8,56.436,85.835
1224,2,2,7,7,17.906,11.637,7,7,14,13,9,8,55.846,85.233
1225,2,2,7,7,17.901,11.630,7,7,14,13,9,8,56.441,85.262
1226,2,2,7,7,17.884,11.620,7,7,14,13,9,8,56.422,85.719
1227,2,2,7,7,17.864,11.611,7,7,14,13,9,8,57.226,85.546
1228,2,2,7,7,17.855,11.609,7,7,14,13,9,8,55.891,86.304
1229,2,2,7,7,17.840,11.614,7,7,14,13,9,8,57.198,88.399
1230,2,2,7,7,17.840,11.614,7,7,14,13,9,8,55.613,85.773
1231,2,2,7,7,17.845,11.618,7,7,14,13,9,8,56.605,84.949
1232,2,2,7,7,17.831,11.618,7,7,14,13,9,8,56.571,85.917
1233,2,2,7,7,17.828,11.621,7,7,14,13,9,8,56.405,84.760
1234,2,2,7,7,17.822,11.618,7,7,14,13,9,8,55.761,85.561
1235,2,2,7,7,17.808,11.621,7,7,14,13,9,8,56.849,85.539
1236,2,2,7,7,17.812,11.620,7,7,14,13,9,8,55.487,85.058
1237,2,2,7,7,17.812,11.621,7,7,14,13,9,8,55.801,83.960
1238,2,2,7,7,17.806,11.602,7,7,14,13,9,8,55.929,89.497
1239,2,2,7,7,17.804,11.600,7,7,14,13,9,8,56.007,86.266
1240,2,2,7,7,17.796,11.607,7,7,14,13,9,8,56.083,86.055
1241,2,2,7,7,17.781,11.597,7,7,14,13,9,8,56.931,86.096
1242,2,2,7,7,17.774,11.659,7,7,14,13,9,8,55.978,85.940
1243,2,2,7,7,17.793,11.651,7,7,14,13,9,8,56.954,85.950
1244,2,2,7,7,17.787,11.648,7,7,14,13,9,8,56.294,86.443
1245,2,2,7,7,17.781,11.652,7,7,14,13,9,8,56.753,85.236
1246,2,2,7,7,17.771,11.655,7,7,14,13,9,8,56.484,85.924
1247,2,2,7,7,17.759,11.652,7,7,14,13,9,8,57.133,85.553
1248,2,2,7,7,17.752,11.644,7,7,14,13,9,8,56.258,87.244
1249,2,2,7,7,17.748,11.638,7,7,14,13,9,8,56.722,86.799
1250,2,2,7,7,17.742,11.634,7,7,14,13,9,8,56.340,86.844
1251,2,2,7,7,17.744,11.636,7,7,14,13,9,8,56.375,85.066
1252,2,2,7,7,17.736,11.630,7,7,14,13,9,8,56.807,87.237
1253,2,2,7,7,17.734,11.633,7,7,14,13,9,8,56.605,85.170
1254,2,2,7,7,17.731,11.629,7,7,14,13,9,8,56.104,86.110
1255,2,2,7,7,17.729,11.626,7,7,14,13,9,8,56.650,85.799
1256,2,2,7,7,17.736,11.622,7,7,14,13,9,8,55.794,86.783
1257,2,2,7,7,17.747,11.624,7,7,14,13,9,8,56.195,85.029
1258,2,2,7,7,17.752,11.628,7,7,14,13,9,8,55.416,85.438
1259,2,2,7,7,17.760,11.643,7,7,14,13,9,8,56.368,84.950
1260,2,2,7,7,17.753,11.638,7,7,14,13,9,8,56.306,86.970
1261,2,2,7,7,17.753,11.636,7,7,14,13,9,8,56.612,85.397
1262,2,2,7,7,17.769,11.638,7,7,14,13,9,8,55.102,85.528
1263,2,2,7,7,17.773,11.637,7,7,14,13,9,8,56.011,84.880
1264,2,2,7,7,17.775,11.637,7,7,14,13,9,8,55.571,85.518
1265,2,2,7,7,17.783,11.644,7,7,14,13,9,8,56.035,84.184
1266,2,2,7,7,17.772,11.647,7,7,14,13,9,8,56.526,84.362
1267,2,2,7,7,17.758,11.641,7,7,14,13,9,8,57.133,85.091
1268,2,2,7,7,17.759,11.660,7,7,14,13,9,8,55.828,85.331
1269,2,2,7,7,17.763,11.665,7,7,14,13,9,8,55.676,85.110
1270,2,2,7,7,17.772,11.674,7,7,14,13,9,8,55.226,84.075
1271,2,2,7,7,17.785,11.682,7,7,14,13,9,8,55.744,84.374
1272,2,2,7,7,17.788,11.685,7,7,14,13,9,8,55.682,85.309
1273,2,2,7,7,17.789,11.688,7,7,14,13,9,8,56.833,85.251
1274,2,2,7,7,17.802,11.691,7,7,14,13,9,8,55.117,85.735
1275,2,2,7,7,17.805,11.684,7,7,14,13,9,8,56.406,86.728
1276,2,2,7,7,17.814,11.687,7,7,14,13,9,8,55.643,85.294
1277,2,2,7,7,17.822,11.689,7,7,14,13,9,8,56.404,85.265
1278,2,2,7,7,17.826,11.687,7,7,14,13,9,8,55.858,87.503
1279,2,2,7,7,17.833,11.698,7,7,14,13,9,8,56.056,84.410
1280,2,2,7,7,17.840,11.707,7,7,14,13,9,8,55.632,84.905
1281,2,2,7,7,17.840,11.701,7,7,14,13,9,8,56.377,86.514
1282,2,2,7,7,17.850,11.699,7,7,14,13,9,8,55.898,87.662
1283,2,2,7,7,17.851,11.700,7,7,14,13,9,8,56.504,84.928
1284,2,2,7,7,17.857,11.702,7,7,14,13,9,8,55.531,85.689
1285,2,2,7,7,17.843,11.707,7,7,14,13,9,8,58.050,84.695
1286,2,2,7,7,17.832,11.712,7,7,14,13,9,8,56.794,85.612
1287,2,2,7,7,17.830,11.713,7,7,14,13,9,8,56.411,84.875
1288,2,2,7,7,17.813,11.714,7,7,14,13,9,8,57.059,85.107
1289,2,2,7,7,17.814,11.708,7,7,14,13,9,8,56.307,86.234
1290,2,2,7,7,17.823,11.709,7,7,14,13,9,8,55.383,86.768
1291,2,2,7,7,17.826,11.712,7,7,14,13,9,8,56.398,84.790
1292,2,2,7,7,17.814,11.704,7,7,14,13,9,8,56.176,87.438
1293,2,2,7,7,17.813,11.704,7,7,14,13,9,8,56.104,84.765
1294,2,2,7,7,17.812,11.706,7,7,14,13,9,8,55.675,85.181
1295,2,2,7,7,17.787,11.701,7,7,14,13,9,8,58.532,85.196
1296,2,2,7,7,17.788,11.701,7,7,14,13,9,8,56.360,84.267
1297,2,2,7,7,17.781,11.704,7,7,14,13,9,8,57.850,84.484
1298,2,2,7,7,17.784,11.703,7,7,14,13,9,8,55.561,85.646
1299,2,2,7,7,17.783,11.708,7,7,14,13,9,8,55.765,84.069
1300,2,2,7,7,17.773,11.691,7,7,14,13,9,8,56.146,87.796
1301,2,2,7,7,17.754,11.685,7,7,14,13,9,8,57.599,85.641
1302,2,2,7,7,17.761,11.701,7,7,14,13,9,8,55.017,81.858
1303,2,2,7,7,17.778,11.719,7,7,14,13,9,8,55.207,81.518
1304,2,2,7,7,17.759,11.726,7,7,14,13,9,8,56.893,84.403
1305,2,2,7,7,17.769,11.755,7,7,14,13,9,8,55.553,80.546
1306,2,2,7,7,17.775,11.774,7,7,14,13,9,8,55.025,81.312
1307,2,2,7,7,17.772,11.797,7,7,14,13,9,8,56.690,80.585
1308,2,2,7,7,17.781,11.824,7,7,14,13,9,8,55.040,81.603
1309,2,2,7,7,17.769,11.828,7,7,14,13,9,8,57.226,83.712
1310,2,2,7,7,17.775,11.842,7,7,14,13,9,8,55.119,81.827
1311,2,2,7,7,17.783,11.865,7,7,14,13,9,8,55.603,81.794
1312,2,2,7,7,17.784,11.879,7,7,14,13,9,8,55.804,84.402
1313,2,2,7,7,17.793,11.891,7,7,14,13,9,8,55.654,82.386
1314,2,2,7,7,17.788,11.905,7,7,14,13,9,8,56.015,82.834
1315,2,2,7,7,17.809,11.911,7,7,14,13,9,8,55.934,83.357
1316,2,2,7,7,17.826,11.914,7,7,14,13,9,8,55.262,85.077
1317,2,2,7,7,17.834,11.917,7,7,14,13,9,8,55.631,84.200
1318,2,2,7,7,17.846,11.916,7,7,14,13,9,8,55.905,85.208
1319,2,2,7,7,17.843,11.904,7,7,14,13,9,8,56.637,89.176
1320,2,2,7,7,17.840,11.919,7,7,14,13,9,8,55.597,83.369
1321,2,2,7,7,17.837,11.900,7,7,14,13,9,8,56.685,89.162
1322,2,2,7,7,17.848,11.924,7,7,14,13,9,8,55.192,82.310
1323,2,2,7,7,17.854,11.942,7,7,14,13,9,8,55.478,81.028
1324,2,2,7,7,17.858,11.949,7,7,14,13,9,8,55.385,83.634
1325,2,2,7,7,17.890,11.968,7,7,14,13,9,8,55.409,81.343
1326,2,2,7,7,17.902,11.973,7,7,14,13,9,8,55.186,83.217
1327,2,2,7,7,17.924,11.984,7,7,14,13,9,8,55.779,82.025
1328,2,2,7,7,17.929,11.988,7,7,14,13,9,8,55.042,84.836
1329,2,2,7,7,17.932,11.986,7,7,14,13,9,8,55.517,84.578
1330,2,2,7,7,17.940,12.010,7,7,14,13,9,8,55.387,82.604
1331,2,2,7,7,17.947,12.024,7,7,14,13,9,8,56.905,82.690
1332,2,2,7,7,17.948,12.024,7,7,14,13,9,8,54.936,81.738
1333,2,2,7,7,17.937,12.025,7,7,14,13,9,8,56.209,81.322
1334,2,2,7,7,17.947,12.036,7,7,14,13,9,8,55.978,82.104
1335,2,2,7,7,17.938,12.021,7,7,14,13,9,8,56.362,83.544
1336,2,2,7,7,17.927,12.002,7,7,14,13,9,8,56.063,85.255
1337,2,2,7,7,17.930,11.996,7,7,14,13,9,8,56.443,81.937
1338,2,2,7,7,17.909,11.974,7,7,14,13,9,8,56.961,86.116
1339,2,2,7,7,17.908,11.965,7,7,14,13,9,8,57.351,85.608
1340,2,2,7,7,17.894,11.946,7,7,14,13,9,8,56.397,85.836
1341,2,2,7,7,17.877,11.925,7,7,14,13,9,8,57.246,86.301
1342,2,2,7,7,17.872,11.919,7,7,14,13,9,8,56.253,85.601
1343,2,2,7,7,17.847,11.903,7,7,14,13,9,8,58.135,85.949
1344,2,2,7,7,17.838,11.876,7,7,14,13,9,8,56.871,88.697
1345,2,2,7,7,17.826,11.866,7,7,14,13,9,8,57.084,85.526
1346,2,2,7,7,17.821,11.852,7,7,14,13,9,8,55.726,88.275
1347,2,2,7,7,17.811,11.838,7,7,14,13,9,8,56.596,87.304
1348,2,2,7,7,17.812,11.835,7,7,14,13,9,8,55.802,85.821
1349,2,2,7,7,17.819,11.854,7,7,14,13,9,8,55.964,84.812
1350,2,2,7,7,17.820,11.843,7,7,14,13,9,8,55.478,85.660
1351,2,2,7,7,17.827,11.777,7,7,14,13,9,8,56.039,108.353
1352,2,2,7,7,17.821,11.763,7,7,14,13,9,8,55.698,85.412
1353,2,2,7,7,17.809,11.740,7,7,14,13,9,8,56.600,85.691
1354,2,2,7,7,17.807,11.732,7,7,14,13,9,8,55.619,85.334
1355,2,2,7,7,17.800,11.717,7,7,14,13,9,8,56.011,84.382
1356,2,2,7,7,17.792,11.700,7,7,14,13,9,8,55.993,86.996
1357,2,2,7,7,17.787,11.686,7,7,14,13,9,8,56.195,85.029
1358,2,2,7,7,17.782,11.685,7,7,14,13,9,8,55.488,84.989
1359,2,2,7,7,17.771,11.683,7,7,14,13,9,8,56.545,85.064
1360,2,2,7,7,17.771,11.670,7,7,14,13,9,8,55.471,85.300
1361,2,2,7,7,17.775,11.659,7,7,14,13,9,8,56.443,84.934
1362,2,2,7,7,17.770,11.645,7,7,14,13,9,8,55.434,84.636
1363,2,2,7,7,17.777,11.631,7,7,14,13,9,8,55.590,84.280
1364,2,2,7,7,17.778,11.610,7,7,14,13,9,8,55.846,86.563
1365,2,2,7,7,17.787,11.601,7,7,14,13,9,8,55.542,85.431
1366,2,2,7,7,17.778,11.595,7,7,14,13,9,8,56.927,86.566
1367,2,2,7,7,17.769,11.572,7,7,14,13,9,8,57.294,86.868
1368,2,2,7,7,17.790,11.580,7,7,14,13,9,8,54.984,84.429
1369,2,2,7,7,17.804,11.585,7,7,14,13,9,8,55.996,84.547
1370,2,2,7,7,17.790,11.579,7,7,14,13,9,8,57.802,87.044
1371,2,2,7,7,17.796,11.584,7,7,14,13,9,8,56.643,85.324
1372,2,2,7,7,17.799,11.586,7,7,14,13,9,8,55.996,85.194
1373,2,2,7,7,17.816,11.592,7,7,14,13,9,8,56.371,84.498
1374,2,2,7,7,17.834,11.610,7,7,14,13,9,8,55.181,84.695
1375,2,2,7,7,17.841,11.614,7,7,14,13,9,8,56.455,84.585
1376,2,2,7,7,17.836,11.619,7,7,14,13,9,8,56.206,87.134
1377,2,2,7,7,17.842,11.632,7,7,14,13,9,8,56.024,84.477
1378,2,2,7,7,17.835,11.637,7,7,14,13,9,8,56.436,84.831
1379,2,2,7,7,17.824,11.636,7,7,14,13,9,8,57.060,84.896
1380,2,2,7,7,17.823,11.642,7,7,14,13,9,8,55.552,84.423
1381,2,2,7,7,17.822,11.725,7,7,14,13,9,8,56.146,85.398
1382,2,2,7,7,17.827,11.730,7,7,14,13,9,8,55.207,84.274
1383,2,2,7,7,17.837,11.738,7,7,14,13,9,8,55.614,84.041
1384,2,2,7,7,17.834,11.738,7,7,14,13,9,8,55.952,85.233
1385,2,2,7,7,17.838,11.739,7,7,14,13,9,8,55.594,84.194
1386,2,2,7,7,17.843,11.752,7,7,14,13,9,8,55.550,84.222
1387,2,2,7,7,17.829,11.746,7,7,14,13,9,8,57.517,86.165
1388,2,2,7,7,17.830,11.746,7,7,14,13,9,8,55.397,85.125
1389,2,2,7,7,17.831,11.733,7,7,14,13,9,8,56.486,87.830
1390,2,2,7,7,17.825,11.718,7,7,14,13,9,8,56.030,88.836
1391,2,2,7,7,17.830,11.722,7,7,14,13,9,8,55.986,84.001
1392,2,2,7,7,17.827,11.716,7,7,14,13,9,8,55.707,86.032
1393,2,2,7,7,17.821,11.715,7,7,14,13,9,8,56.158,84.483
1394,2,2,7,7,17.824,11.721,7,7,14,13,9,8,55.543,85.131
1395,2,2,7,7,17.808,11.722,7,7,14,13,9,8,57.119,85.353
1396,2,2,7,7,17.821,11.724,7,7,14,13,9,8,55.648,86.004
1397,2,2,7,7,17.833,11.734,7,7,14,13,9,8,56.116,84.776
1398,2,2,7,7,17.815,11.725,7,7,14,13,9,8,56.730,86.333
1399,2,2,7,7,17.806,11.727,7,7,14,13,9,8,56.783,84.217
1400,2,2,7,7,17.823,11.723,7,7,14,13,9,8,56.227,87.983
1401,2,2,7,7,17.819,11.712,7,7,14,13,9,8,57.017,87.651
1402,2,2,7,7,17.825,11.711,7,7,14,13,9,8,55.446,85.541
1403,2,2,7,7,17.827,11.711,7,7,14,13,9,8,56.173,84.383
1404,2,2,7,7,17.808,11.707,7,7,14,13,9,8,56.985,85.635
1405,2,2,7,7,17.809,11.707,7,7,14,13,9,8,56.296,84.527
1406,2,2,7,7,17.813,11.715,7,7,14,13,9,8,55.831,85.370
1407,2,2,7,7,17.791,11.706,7,7,14,13,9,8,58.147,86.447
1408,2,2,7,7,17.796,11.701,7,7,14,13,9,8,56.040,85.906
1409,2,2,7,7,17.798,11.700,7,7,14,13,9,8,56.856,85.055
1410,2,2,7,7,17.791,11.693,7,7,14,13,9,8,56.159,86.087
1411,2,2,7,7,17.788,11.695,7,7,14,13,9,8,56.498,84.826
1412,2,2,7,7,17.760,11.681,7,7,14,13,9,8,57.836,87.474
1413,2,2,7,7,17.742,11.667,7,7,14,13,9,8,57.393,86.982
1414,2,2,7,7,17.738,11.657,7,7,14,13,9,8,56.286,87.506
1415,2,2,7,7,17.724,11.646,7,7,14,13,9,8,56.910,86.660
1416,2,2,7,7,17.719,11.634,7,7,14,13,9,8,56.015,86.957
1417,2,2,7,7,17.729,11.637,7,7,14,13,9,8,56.513,85.322
1418,2,2,7,7,17.718,11.628,7,7,14,13,9,8,56.507,87.193
1419,2,2,7,7,17.720,11.640,7,7,14,13,9,8,56.299,85.179
1420,2,2,7,7,17.720,11.650,7,7,14,13,9,8,55.963,86.420
1421,2,2,7,7,17.715,11.637,7,7,14,13,9,8,56.528,87.008
1422,2,2,7,7,17.716,11.640,7,7,14,13,9,8,55.599,85.374
1423,2,2,7,7,17.714,11.637,7,7,14,13,9,8,56.337,85.096
1424,2,2,7,7,17.707,11.628,7,7,14,13,9,8,56.217,87.061
1425,2,2,7,7,17.715,11.627,7,7,14,13,9,8,56.324,85.642
1426,2,2,7,7,17.712,11.630,7,7,14,13,9,8,55.910,85.413
1427,2,2,7,7,17.703,11.627,7,7,14,13,9,8,56.949,85.348
1428,2,2,7,7,17.713,11.633,7,7,14,13,9,8,55.852,85.073
1429,2,2,7,7,17.723,11.633,7,7,14,13,9,8,55.762,84.069
1430,2,2,7,7,17.727,11.644,7,7,14,13,9,8,55.917,85.607
1431,2,2,7,7,17.740,11.660,7,7,14,13,9,8,55.768,84.097
1432,2,2,7,7,17.742,11.665,7,7,14,13,9,8,55.256,84.497
1433,2,2,7,7,17.748,11.670,7,7,14,13,9,8,55.591,83.361
1434,2,2,7,7,17.769,11.673,7,7,14,13,9,8,55.006,84.925
1435,2,2,7,7,17.764,11.675,7,7,14,13,9,8,56.762,84.030
1436,2,2,7,7,17.767,11.680,7,7,14,13,9,8,55.536,84.283
1437,2,2,7,7,17.774,11.693,7,7,14,13,9,8,57.450,83.675
1438,2,2,7,7,17.781,11.709,7,7,14,13,9,8,55.440,82.590
1439,2,2,7,7,17.783,11.721,7,7,14,13,9,8,56.647,82.470
1440,2,2,7,7,17.779,11.732,7,7,14,13,9,8,56.569,83.612
1441,2,2,7,7,17.785,11.747,7,7,14,13,9,8,55.932,81.678
1442,2,2,7,7,17.808,11.762,7,7,14,13,9,8,55.582,84.306
1443,2,2,7,7,17.825,11.787,7,7,14,13,9,8,55.741,81.554
1444,2,2,7,7,17.831,11.811,7,7,14,13,9,8,55.773,82.354
1445,2,2,7,7,17.842,11.833,7,7,14,13,9,8,55.847,81.974
1446,2,2,7,7,17.852,11.856,7,7,14,13,9,8,55.072,82.116
1447,2,2,7,7,17.860,11.868,7,7,14,13,9,8,55.720,82.739
1448,2,2,7,7,17.874,11.878,7,7,14,13,9,8,55.211,84.947
1449,2,2,7,7,17.876,11.885,7,7,14,13,9,8,56.103,83.661
1450,2,2,7,7,17.882,11.888,7,7,14,13,9,8,55.455,85.676
1451,2,2,7,7,17.896,11.900,7,7,14,13,9,8,55.236,84.546
1452,2,2,7,7,17.900,11.896,7,7,14,13,9,8,55.207,86.143
1453,2,2,7,7,17.895,11.896,7,7,14,13,9,8,56.790,85.110
1454,2,2,7,7,17.900,11.901,7,7,14,13,9,8,55.756,85.981
1455,2,2,7,7,17.905,11.906,7,7,14,13,9,8,55.826,84.565
1456,2,2,7,7,17.906,11.905,7,7,14,13,9,8,55.829,85.650
1457,2,2,7,7,17.919,11.910,7,7,14,13,9,8,55.707,84.244
1458,2,2,7,7,17.931,11.911,7,7,14,13,9,8,54.799,84.779
1459,2,2,7,7,17.928,11.897,7,7,14,13,9,8,56.013,87.126
1460,2,2,7,7,17.933,11.896,7,7,14,13,9,8,55.414,85.812
1461,2,2,7,7,17.927,11.888,7,7,14,13,9,8,56.411,85.865
1462,2,2,7,7,17.922,11.881,7,7,14,13,9,8,55.673,86.136
1463,2,2,7,7,17.913,11.872,7,7,14,13,9,8,56.434,85.162
1464,2,2,7,7,17.905,11.870,7,7,14,13,9,8,55.713,85.425
1465,2,2,7,7,17.914,11.868,7,7,14,13,9,8,55.977,84.443
1466,2,2,7,7,17.917,11.862,7,7,14,13,9,8,55.258,85.539
1467,2,2,7,7,17.933,11.852,7,7,14,13,9,8,55.890,85.858
