frame,bytetrack_active_ids,botsort_active_ids,bytetrack_unique_ids,botsort_unique_ids,bytetrack_fps_rolling,botsort_fps_rolling,bytetrack_new_id_events,botsort_new_id_events,bytetrack_lost_id_events,botsort_lost_id_events,bytetrack_reappeared_id_events,botsort_reappeared_id_events,bytetrack_latency_ms,botsort_latency_ms
1468,2,2,7,7,17.929,11.830,7,7,14,13,9,8,55.803,87.441
1469,2,2,7,7,17.932,11.819,7,7,14,13,9,8,56.364,84.721
1470,2,2,7,7,17.936,11.811,7,7,14,13,9,8,56.137,85.247
1471,2,2,7,7,17.935,11.795,7,7,14,13,9,8,56.062,84.994
1472,2,2,7,7,17.939,11.794,7,7,14,13,9,8,55.247,84.561
1473,2,2,7,7,17.942,11.779,7,7,14,13,9,8,55.452,84.588
1474,2,2,7,7,17.950,11.770,7,7,14,13,9,8,55.054,84.240
1475,2,2,7,7,17.953,11.761,7,7,14,13,9,8,55.576,83.822
1476,2,2,7,7,17.945,11.738,7,7,14,13,9,8,55.725,87.169
1477,2,2,7,7,17.945,11.725,7,7,14,13,9,8,55.721,85.454
1478,2,2,7,7,17.936,11.722,7,7,14,13,9,8,56.088,85.644
1479,2,2,7,7,17.941,11.716,7,7,14,13,9,8,55.606,84.898
1480,2,2,7,7,17.944,11.720,7,7,14,13,9,8,55.195,84.764
1481,2,2,7,7,17.934,11.719,7,7,14,13,9,8,56.148,84.853
1482,2,2,7,7,17.925,11.713,7,7,14,13,9,8,56.096,87.497
1483,2,2,7,7,17.931,11.713,7,7,14,13,9,8,56.181,85.128
1484,2,2,7,7,17.914,11.712,7,7,14,13,9,8,57.430,86.083
1485,2,2,7,7,17.903,11.710,7,7,14,13,9,8,56.841,85.055
1486,2,2,7,7,17.904,11.709,7,7,14,13,9,8,55.751,85.813
1487,2,2,7,7,17.901,11.706,7,7,14,13,9,8,55.995,84.884
1488,2,2,7,7,17.890,11.704,7,7,14,13,9,8,55.758,85.197
1489,2,2,7,7,17.894,11.715,7,7,14,13,9,8,55.659,84.718
1490,2,2,7,7,17.893,11.715,7,7,14,13,9,8,55.536,85.969
1491,2,2,7,7,17.761,11.704,7,7,14,13,9,8,72.559,88.307
1492,2,2,7,7,17.764,11.703,7,7,14,13,9,8,55.440,86.320
1493,2,2,7,7,17.761,11.697,7,7,14,13,9,8,56.722,86.392
1494,2,2,7,7,17.767,11.695,7,7,14,13,9,8,55.155,85.981
1495,2,2,7,7,17.754,11.698,7,7,14,13,9,8,57.213,83.847
1496,2,2,7,7,17.752,11.696,7,7,14,13,9,8,55.453,85.914
1497,2,2,7,7,17.750,11.702,7,7,14,13,9,8,56.042,84.472
1498,2,2,7,7,17.757,11.717,7,7,14,13,9,8,55.170,84.233
1499,2,2,7,7,17.757,11.717,7,7,14,13,9,8,56.336,84.763
1500,2,2,7,7,17.761,11.719,7,7,14,13,9,8,55.758,84.795
1501,2,2,7,7,17.751,11.715,7,7,14,13,9,8,57.085,85.813
1502,2,2,7,7,17.745,11.712,7,7,14,13,9,8,55.818,85.253
1503,2,2,7,7,17.741,11.715,7,7,14,13,9,8,55.783,83.931
1504,2,2,7,7,17.735,11.709,7,7,14,13,9,8,55.620,85.462
1505,2,2,7,7,17.720,11.694,7,7,14,13,9,8,57.033,87.134
1506,2,2,7,7,17.722,11.702,7,7,14,13,9,8,55.473,85.488
1507,2,2,7,7,17.719,11.707,7,7,14,13,9,8,56.005,84.386
1508,2,2,7,7,17.724,11.696,7,7,14,13,9,8,55.600,88.036
1509,2,2,7,7,17.713,11.692,7,7,14,13,9,8,56.651,85.849
1510,2,2,7,7,17.691,11.681,7,7,14,13,9,8,57.272,87.128
1511,2,2,7,7,17.685,11.680,7,7,14,13,9,8,56.721,85.035
1512,2,2,7,7,17.696,11.685,7,7,14,13,9,8,55.089,86.384
1513,2,2,7,7,17.705,11.685,7,7,14,13,9,8,55.354,85.113
1514,2,2,7,7,17.729,11.690,7,7,14,13,9,8,55.167,84.943
1515,2,2,7,7,17.738,11.707,7,7,14,13,9,8,55.996,81.650
1516,2,2,7,7,17.740,11.720,7,7,14,13,9,8,55.528,83.049
1517,2,2,7,7,17.743,11.737,7,7,14,13,9,8,55.760,81.289
1518,2,2,7,7,17.747,11.751,7,7,14,13,9,8,55.339,82.317
1519,2,2,7,7,17.735,11.764,7,7,14,13,9,8,56.837,81.965
1520,2,2,7,7,17.734,11.769,7,7,14,13,9,8,55.605,84.848
1521,2,2,7,7,17.865,11.797,7,7,14,13,9,8,56.450,82.205
1522,2,2,7,7,17.857,11.810,7,7,14,13,9,8,56.179,83.505
1523,2,2,7,7,17.858,11.832,7,7,14,13,9,8,56.667,81.740
1524,2,2,7,7,17.850,11.850,7,7,14,13,9,8,55.868,82.172
1525,2,2,7,7,17.852,11.847,7,7,14,13,9,8,57.025,84.573
1526,2,2,7,7,17.849,11.843,7,7,14,13,9,8,55.723,86.809
1527,2,2,7,7,17.844,11.841,7,7,14,13,9,8,56.567,84.761
1528,2,2,7,7,17.830,11.834,7,7,14,13,9,8,56.454,85.702
1529,2,2,7,7,17.821,11.829,7,7,14,13,9,8,57.189,85.889
1530,2,2,7,7,17.820,11.827,7,7,14,13,9,8,55.852,85.393
1531,2,2,7,7,17.828,11.831,7,7,14,13,9,8,56.280,84.832
1532,2,2,7,7,17.829,11.827,7,7,14,13,9,8,55.800,86.053
1533,2,2,7,7,17.809,11.810,7,7,14,13,9,8,57.635,87.746
1534,2,2,7,7,17.809,11.813,7,7,14,13,9,8,55.676,84.854
1535,2,2,7,7,17.815,11.820,7,7,14,13,9,8,56.402,85.541
1536,2,2,7,7,17.812,11.825,7,7,14,13,9,8,55.771,84.321
1537,2,2,7,7,17.812,11.823,7,7,14,13,9,8,56.049,84.932
1538,2,2,7,7,17.815,11.835,7,7,14,13,9,8,55.306,85.355
1539,2,2,7,7,17.810,11.837,7,7,14,13,9,8,57.172,85.447
1540,2,2,7,7,17.831,11.848,7,7,14,13,9,8,55.276,84.557
1541,2,2,7,7,17.841,11.853,7,7,14,13,9,8,55.684,83.925
1542,2,2,7,7,17.838,11.852,7,7,14,13,9,8,55.423,86.784
1543,2,2,7,7,17.834,11.853,7,7,14,13,9,8,55.669,84.832
1544,2,2,7,7,17.833,11.849,7,7,14,13,9,8,55.320,85.817
1545,2,2,7,7,17.829,11.835,7,7,14,13,9,8,56.348,84.460
1546,2,2,7,7,17.830,11.822,7,7,14,13,9,8,55.421,85.818
1547,2,2,7,7,17.829,11.807,7,7,14,13,9,8,55.889,84.557
1548,2,2,7,7,17.827,11.791,7,7,14,13,9,8,55.468,85.651
1549,2,2,7,7,17.837,11.778,7,7,14,13,9,8,55.925,84.608
1550,2,2,7,7,17.834,11.774,7,7,14,13,9,8,55.923,85.656
1551,2,2,7,7,17.840,11.758,7,7,14,13,9,8,55.874,85.577
1552,2,2,7,7,17.849,11.750,7,7,14,13,9,8,55.326,85.271
1553,2,2,7,7,17.861,11.732,7,7,14,13,9,8,55.563,85.472
1554,2,2,7,7,17.867,11.720,7,7,14,13,9,8,55.243,84.864
1555,2,2,7,7,17.868,11.710,7,7,14,13,9,8,56.972,86.607
1556,2,2,7,7,17.863,11.715,7,7,14,13,9,8,56.184,85.700
1557,2,2,7,7,17.869,11.709,7,7,14,13,9,8,55.991,86.103
1558,2,2,7,7,17.886,11.717,7,7,14,13,9,8,54.892,83.919
1559,2,2,7,7,17.901,11.723,7,7,14,13,9,8,55.760,84.707
1560,2,2,7,7,17.910,11.730,7,7,14,13,9,8,54.981,83.755
1561,2,2,7,7,17.911,11.735,7,7,14,13,9,8,56.246,83.890
1562,2,2,7,7,17.900,11.737,7,7,14,13,9,8,56.813,85.496
1563,2,2,7,7,17.920,11.751,7,7,14,13,9,8,55.721,84.627
1564,2,2,7,7,17.921,11.763,7,7,14,13,9,8,55.527,82.339
1565,2,2,7,7,17.911,11.776,7,7,14,13,9,8,57.375,82.808
1566,2,2,7,7,17.901,11.777,7,7,14,13,9,8,56.703,84.069
1567,1,1,7,7,17.877,11.730,7,7,15,14,9,8,58.448,96.524
1568,2,2,7,7,17.869,11.727,7,7,15,14,10,9,56.035,86.112
1569,2,2,7,7,17.888,11.751,7,7,15,14,10,9,55.406,80.484
1570,2,2,7,7,17.879,11.761,7,7,15,14,10,9,56.066,82.470
1571,2,2,7,7,17.880,11.760,7,7,15,14,10,9,55.584,84.051
1572,2,2,7,7,17.874,11.771,7,7,15,14,10,9,55.983,84.341
1573,2,2,7,7,17.871,11.774,7,7,15,14,10,9,55.950,84.222
1574,2,2,7,7,17.868,11.777,7,7,15,14,10,9,55.640,85.137
1575,2,2,7,7,17.860,11.776,7,7,15,14,10,9,57.100,84.661
1576,2,2,7,7,17.849,11.793,7,7,15,14,10,9,56.506,82.372
1577,2,2,7,7,17.854,11.811,7,7,15,14,10,9,55.420,80.793
1578,2,2,7,7,17.859,11.818,7,7,15,14,10,9,55.003,84.131
1579,2,2,7,7,17.851,11.826,7,7,15,14,10,9,56.693,82.868
1580,2,2,7,7,17.857,11.827,7,7,15,14,10,9,55.322,85.493
1581,2,2,7,7,17.856,11.828,7,7,15,14,10,9,55.986,85.436
1582,2,2,7,7,17.838,11.834,7,7,15,14,10,9,57.015,83.931
1583,2,2,7,7,17.834,11.851,7,7,15,14,10,9,55.942,81.903
1584,2,2,7,7,17.834,11.865,7,7,15,14,10,9,55.213,82.002
1585,2,2,7,7,17.844,11.883,7,7,15,14,10,9,56.051,82.727
1586,2,2,7,7,17.849,11.884,7,7,15,14,10,9,55.747,85.341
1587,2,2,7,7,17.853,11.891,7,7,15,14,10,9,55.622,84.584
1588,2,2,7,7,17.843,11.881,7,7,15,14,10,9,55.771,86.039
1589,2,2,7,7,17.847,11.885,7,7,15,14,10,9,55.344,83.872
1590,2,2,7,7,17.848,11.879,7,7,15,14,10,9,54.895,85.217
1591,2,2,7,7,17.853,11.874,7,7,15,14,10,9,55.858,84.952
1592,2,2,7,7,17.875,11.877,7,7,15,14,10,9,54.736,84.763
1593,2,2,7,7,17.873,11.881,7,7,15,14,10,9,55.864,83.686
1594,2,2,7,7,17.881,11.864,7,7,15,14,10,9,54.783,86.006
1595,2,2,7,7,17.895,11.848,7,7,15,14,10,9,56.051,86.288
1596,2,2,7,7,17.911,11.842,7,7,15,14,10,9,55.185,85.351
1597,2,2,7,7,17.930,11.888,7,7,15,14,10,9,56.613,85.267
1598,2,2,7,7,17.920,11.883,7,7,15,14,10,9,56.954,87.183
1599,2,2,7,7,17.910,11.858,7,7,15,14,10,9,56.384,85.599
1600,2,2,7,7,17.918,11.843,7,7,15,14,10,9,55.294,85.703
1601,2,2,7,7,17.917,11.840,7,7,15,14,10,9,55.712,84.581
1602,2,2,7,7,17.907,11.839,7,7,15,14,10,9,56.935,84.629
1603,2,2,7,7,17.896,11.829,7,7,15,14,10,9,56.986,86.306
1604,2,2,7,7,17.902,11.829,7,7,15,14,10,9,55.113,85.132
1605,2,2,7,7,17.918,11.822,7,7,15,14,10,9,55.516,86.299
1606,2,2,7,7,17.932,11.810,7,7,15,14,10,9,55.234,84.941
1607,2,2,7,7,17.928,11.794,7,7,15,14,10,9,55.776,84.100
1608,2,2,7,7,17.925,11.786,7,7,15,14,10,9,55.273,85.663
1609,2,2,7,7,17.936,11.782,7,7,15,14,10,9,55.659,83.826
1610,2,2,7,7,17.935,11.783,7,7,15,14,10,9,55.404,85.287
1611,2,2,7,7,17.928,11.781,7,7,15,14,10,9,56.693,85.767
1612,2,2,7,7,17.939,11.769,7,7,15,14,10,9,55.931,86.669
1613,2,2,7,7,17.940,11.749,7,7,15,14,10,9,55.802,86.046
1614,2,2,7,7,17.937,11.723,7,7,15,14,10,9,55.527,87.712
1615,2,2,7,7,17.923,11.711,7,7,15,14,10,9,57.365,85.148
1616,2,2,7,7,17.934,11.714,7,7,15,14,10,9,54.768,84.819
1617,2,2,7,7,17.927,11.725,7,7,15,14,10,9,56.303,82.129
1618,2,2,7,7,17.932,11.743,7,7,15,14,10,9,55.337,82.247
1619,2,2,7,7,17.919,11.748,7,7,15,14,10,9,56.547,82.942
1620,2,2,7,7,17.910,11.756,7,7,15,14,10,9,55.660,83.390
1621,2,2,7,7,17.905,11.762,7,7,15,14,10,9,56.376,83.672
1622,2,2,7,7,17.894,11.773,7,7,15,14,10,9,55.768,82.420
1623,2,2,7,7,17.883,11.768,7,7,15,14,10,9,56.903,84.808
1624,2,2,7,7,17.875,11.771,7,7,15,14,10,9,55.456,85.289
1625,2,2,7,7,17.877,11.773,7,7,15,14,10,9,55.885,85.974
1626,2,2,7,7,17.874,11.755,7,7,15,14,10,9,55.517,89.440
1627,2,2,7,7,17.879,11.757,7,7,15,14,10,9,56.063,84.749
1628,2,2,7,7,17.892,11.763,7,7,15,14,10,9,55.728,85.955
1629,2,2,7,7,17.891,11.766,7,7,15,14,10,9,56.508,84.999
1630,2,2,7,7,17.872,11.769,7,7,15,14,10,9,57.058,84.925
1631,2,2,7,7,17.731,11.760,7,7,15,14,10,9,72.900,86.592
1632,2,2,7,7,17.743,11.756,7,7,15,14,10,9,55.769,85.455
1633,2,2,7,7,17.736,11.763,7,7,15,14,10,9,57.760,84.909
1634,2,2,7,7,17.732,11.758,7,7,15,14,10,9,55.464,86.196
1635,2,2,7,7,17.710,11.759,7,7,15,14,10,9,57.655,85.934
1636,2,2,7,7,17.707,11.754,7,7,15,14,10,9,55.459,86.189
1637,2,2,7,7,17.704,11.745,7,7,15,14,10,9,56.052,86.043
1638,2,2,7,7,17.702,11.747,7,7,15,14,10,9,55.500,85.097
1639,2,2,7,7,17.696,11.733,7,7,15,14,10,9,56.153,86.911
1640,2,2,7,7,17.698,11.733,7,7,15,14,10,9,55.272,85.265
1641,2,2,7,7,17.708,11.732,7,7,15,14,10,9,55.692,86.153
1642,2,2,7,7,17.712,11.736,7,7,15,14,10,9,55.566,85.620
1643,2,2,7,7,17.714,11.743,7,7,15,14,10,9,55.619,84.551
1644,2,2,7,7,17.706,11.746,7,7,15,14,10,9,56.268,87.039
1645,2,2,7,7,17.706,11.741,7,7,15,14,10,9,57.443,86.164
1646,2,2,7,7,17.696,11.733,7,7,15,14,10,9,55.665,86.630
1647,2,2,7,7,17.691,11.712,7,7,15,14,10,9,56.782,86.569
1648,2,2,7,7,17.692,11.692,7,7,15,14,10,9,55.260,86.634
1649,2,2,7,7,17.704,11.671,7,7,15,14,10,9,55.408,87.534
1650,2,2,7,7,17.694,11.660,7,7,15,14,10,9,56.588,85.808
1651,2,2,7,7,17.698,11.651,7,7,15,14,10,9,55.959,85.500
1652,2,2,7,7,17.703,11.628,7,7,15,14,10,9,55.340,87.285
1653,2,2,7,7,17.705,11.569,7,7,15,14,10,9,56.684,100.012
1654,2,2,7,7,17.686,11.566,7,7,15,14,10,9,57.294,85.965
1655,2,2,7,7,17.677,11.571,7,7,15,14,10,9,56.718,84.858
1656,2,2,7,7,17.679,11.588,7,7,15,14,10,9,55.322,85.512
1657,2,2,7,7,17.664,11.531,7,7,15,14,10,9,57.562,99.062
1658,2,2,7,7,17.672,11.533,7,7,15,14,10,9,54.971,85.592
1659,2,2,7,7,17.682,11.527,7,7,15,14,10,9,55.580,86.290
1660,2,2,7,7,17.708,11.531,7,7,15,14,10,9,54.583,83.988
1661,2,2,7,7,17.855,11.546,7,7,15,14,10,9,55.157,83.317
1662,2,2,7,7,17.859,11.549,7,7,15,14,10,9,55.445,84.826
1663,2,2,7,7,17.882,11.552,7,7,15,14,10,9,55.553,84.340
1664,2,2,7,7,17.886,11.559,7,7,15,14,10,9,55.119,84.619
1665,2,2,7,7,17.905,11.563,7,7,15,14,10,9,55.775,84.992
1666,2,2,7,7,17.908,11.567,7,7,15,14,10,9,55.169,85.295
1667,2,2,7,7,17.910,11.571,7,7,15,14,10,9,55.903,85.303
1668,2,2,7,7,17.906,11.563,7,7,15,14,10,9,55.848,86.748
1669,2,2,7,7,17.909,11.576,7,7,15,14,10,9,55.852,84.058
1670,2,2,7,7,17.910,11.579,7,7,15,14,10,9,55.182,84.611
1671,2,2,7,7,17.905,11.588,7,7,15,14,10,9,56.227,84.305
1672,2,2,7,7,17.906,11.592,7,7,15,14,10,9,55.403,84.772
1673,2,2,7,7,17.886,11.544,7,7,15,14,10,9,57.606,96.331
1674,1,1,7,7,17.891,11.506,7,7,16,15,10,9,55.800,96.416
1675,2,2,7,7,17.909,11.516,7,7,16,15,11,10,55.687,84.013
1676,2,2,7,7,17.898,11.524,7,7,16,15,11,10,56.679,84.942
1677,2,2,7,7,17.899,11.534,7,7,16,15,11,10,56.724,84.422
1678,2,2,7,7,17.900,11.543,7,7,16,15,11,10,55.158,84.620
1679,2,2,7,7,17.896,11.549,7,7,16,15,11,10,55.773,86.133
1680,2,2,7,7,17.902,11.555,7,7,16,15,11,10,56.043,84.518
1681,2,2,7,7,17.898,11.559,7,7,16,15,11,10,56.348,84.592
1682,2,2,7,7,17.889,11.568,7,7,16,15,11,10,56.125,85.299
1683,2,2,7,7,17.902,11.633,7,7,16,15,11,10,55.483,83.761
1684,2,2,7,7,17.921,11.633,7,7,16,15,11,10,55.481,85.925
1685,2,2,7,7,17.911,11.613,7,7,16,15,11,10,57.694,89.372
1686,2,2,7,7,17.911,11.609,7,7,16,15,11,10,55.288,86.313
1687,2,2,7,7,17.931,11.668,7,7,16,15,11,10,55.632,84.293
1688,2,2,7,7,17.925,11.645,7,7,16,15,11,10,55.604,91.068
1689,2,2,7,7,17.926,11.651,7,7,16,15,11,10,55.422,84.956
1690,2,2,7,7,17.924,11.645,7,7,16,15,11,10,54.784,85.168
1691,2,2,7,7,17.908,11.641,7,7,16,15,11,10,56.657,84.364
1692,2,2,7,7,17.918,11.642,7,7,16,15,11,10,54.542,84.438
1693,2,2,7,7,17.919,11.661,7,7,16,15,11,10,55.445,80.572
1694,2,2,7,7,17.915,11.670,7,7,16,15,11,10,55.546,82.729
1695,2,2,7,7,17.900,11.678,7,7,16,15,11,10,57.201,83.214
1696,2,2,7,7,17.816,11.641,7,7,16,15,11,10,63.999,94.301
1697,2,2,7,7,17.746,11.613,7,7,16,15,11,10,63.416,91.970
1698,2,2,7,7,17.718,11.585,7,7,16,15,11,10,58.524,93.398
1699,2,2,7,7,17.700,11.554,7,7,16,15,11,10,57.598,91.215
1700,2,2,7,7,17.683,11.549,7,7,16,15,11,10,56.822,85.812
1701,2,2,7,7,17.662,11.546,7,7,16,15,11,10,58.272,84.898
1702,2,2,7,7,17.642,11.529,7,7,16,15,11,10,57.337,88.480
1703,2,2,7,7,17.621,11.561,7,7,16,15,11,10,59.746,88.255
1704,2,2,7,7,17.606,11.525,7,7,16,15,11,10,57.206,107.712
1705,1,1,7,7,17.572,11.460,7,7,17,16,11,10,59.061,100.325
1706,1,1,7,7,17.571,11.395,7,7,17,16,11,10,56.800,101.978
1707,2,2,7,7,17.557,11.389,7,7,17,16,12,11,58.079,85.568
1708,2,2,7,7,17.549,11.382,7,7,17,16,12,11,55.914,86.340
1709,2,2,7,7,17.535,11.385,7,7,17,16,12,11,57.152,85.454
1710,2,2,7,7,17.535,11.387,7,7,17,16,12,11,55.980,84.089
1711,2,2,7,7,17.542,11.394,7,7,17,16,12,11,55.744,83.067
1712,2,2,7,7,17.554,11.416,7,7,17,16,12,11,54.999,80.711
1713,2,2,7,7,17.543,11.424,7,7,17,16,12,11,56.534,82.028
1714,2,2,7,7,17.546,11.435,7,7,17,16,12,11,55.150,83.608
1715,2,2,7,7,17.556,11.464,7,7,17,16,12,11,56.727,83.054
1716,2,2,7,7,17.550,11.474,7,7,17,16,12,11,55.859,84.108
1717,2,2,7,7,17.550,11.489,7,7,17,16,12,11,55.610,81.230
1718,2,2,7,7,17.557,11.527,7,7,17,16,12,11,54.933,82.418
1719,2,2,7,7,17.547,11.539,7,7,17,16,12,11,56.409,82.500
1720,2,2,7,7,17.533,11.535,7,7,17,16,12,11,56.035,85.954
1721,2,2,7,7,17.540,11.547,7,7,17,16,12,11,56.033,81.913
1722,2,2,7,7,17.521,11.546,7,7,17,16,12,11,56.250,84.618
1723,2,2,7,7,17.510,11.533,7,7,17,16,12,11,56.547,83.146
1724,2,2,7,7,17.516,11.538,7,7,17,16,12,11,54.960,81.758
1725,2,2,7,7,17.516,11.539,7,7,17,16,12,11,57.155,83.115
1726,2,2,7,7,17.587,11.589,7,7,17,16,12,11,56.328,82.564
1727,2,2,7,7,17.654,11.633,7,7,17,16,12,11,56.248,82.052
1728,2,2,7,7,17.685,11.666,7,7,17,16,12,11,55.550,85.331
1729,2,2,7,7,17.704,11.709,7,7,17,16,12,11,55.776,81.662
1730,2,2,7,7,17.717,11.726,7,7,17,16,12,11,55.532,82.197
1731,2,2,7,7,17.733,11.740,7,7,17,16,12,11,56.766,82.060
1732,2,2,7,7,17.750,11.750,7,7,17,16,12,11,55.624,86.220
1733,2,2,7,7,17.776,11.777,7,7,17,16,12,11,57.157,82.357
1734,2,2,7,7,17.785,11.870,7,7,17,16,12,11,56.330,82.847
1735,2,2,7,7,17.809,11.944,7,7,17,16,12,11,56.653,81.940
1736,2,2,7,7,17.806,12.018,7,7,17,16,12,11,57.063,83.105
1737,2,2,7,7,17.813,12.022,7,7,17,16,12,11,57.396,84.820
1738,2,2,7,7,17.815,12.024,7,7,17,16,12,11,55.759,85.797
1739,2,2,7,7,17.815,12.022,7,7,17,16,12,11,57.147,85.866
1740,2,2,7,7,17.807,12.018,7,7,17,16,12,11,56.753,85.047
1741,2,2,7,7,17.797,11.998,7,7,17,16,12,11,56.619,87.309
1742,2,2,7,7,17.783,11.969,7,7,17,16,12,11,56.300,86.834
1743,2,2,7,7,17.780,11.958,7,7,17,16,12,11,56.810,84.451
1744,2,2,7,7,17.769,11.945,7,7,17,16,12,11,56.181,86.297
1745,2,2,7,7,17.755,11.928,7,7,17,16,12,11,58.193,86.737
1746,2,2,7,7,17.755,11.920,7,7,17,16,12,11,55.805,85.784
1747,2,2,7,7,17.750,11.907,7,7,17,16,12,11,56.079,83.960
1748,2,2,7,7,17.741,11.892,7,7,17,16,12,11,55.790,85.647
1749,2,2,7,7,17.745,11.884,7,7,17,16,12,11,56.041,84.242
1750,2,2,7,7,17.750,11.891,7,7,17,16,12,11,55.508,84.262
1751,1,1,7,7,17.730,11.842,7,7,18,17,12,11,58.039,93.160
1752,2,2,7,7,17.734,11.839,7,7,18,17,13,12,55.849,85.243
1753,2,2,7,7,17.735,11.835,7,7,18,17,13,12,56.454,84.134
1754,2,2,7,7,17.721,11.830,7,7,18,17,13,12,56.294,82.592
1755,2,2,7,7,17.725,11.835,7,7,18,17,13,12,56.724,82.164
1756,2,2,7,7,17.719,11.833,7,7,18,17,13,12,56.909,83.033
1757,2,2,7,7,17.716,11.834,7,7,18,17,13,12,56.559,81.851
1758,2,2,7,7,17.710,11.846,7,7,18,17,13,12,56.070,82.768
1759,2,2,7,7,17.705,11.841,7,7,18,17,13,12,56.310,82.583
1760,2,2,7,7,17.697,11.831,7,7,18,17,13,12,56.239,84.380
1761,2,2,7,7,17.699,11.831,7,7,18,17,13,12,56.554,82.073
1762,2,2,7,7,17.691,11.837,7,7,18,17,13,12,56.353,84.800
1763,2,2,7,7,17.686,11.838,7,7,18,17,13,12,57.721,82.218
1764,2,2,7,7,17.688,11.839,7,7,18,17,13,12,56.157,82.578
1765,2,2,7,7,17.689,11.832,7,7,18,17,13,12,56.519,83.337
1766,2,2,7,7,17.699,11.834,7,7,18,17,13,12,56.137,82.724
1767,2,2,7,7,17.705,11.840,7,7,18,17,13,12,56.770,83.530
1768,2,2,7,7,17.696,11.842,7,7,18,17,13,12,56.622,85.471
1769,2,2,7,7,17.697,11.757,7,7,18,17,13,12,57.029,109.890
1770,2,2,7,7,17.676,11.765,7,7,18,17,13,12,58.837,83.370
1771,2,2,7,7,17.659,11.788,7,7,18,17,13,12,58.319,82.382
1772,2,2,7,7,17.665,11.808,7,7,18,17,13,12,55.767,82.565
1773,2,2,7,7,17.659,11.816,7,7,18,17,13,12,57.387,82.683
1774,2,2,7,7,17.662,11.832,7,7,18,17,13,12,55.863,82.893
1775,2,2,7,7,17.678,11.855,7,7,18,17,13,12,56.669,81.754
1776,2,2,7,7,17.678,11.865,7,7,18,17,13,12,55.769,83.730
1777,2,2,7,7,17.666,11.865,7,7,18,17,13,12,57.274,83.873
1778,2,2,7,7,17.655,11.877,7,7,18,17,13,12,56.785,83.039
1779,2,2,7,7,17.653,11.893,7,7,18,17,13,12,56.214,81.036
1780,2,2,7,7,17.652,11.900,7,7,18,17,13,12,55.633,82.781
1781,2,2,7,7,17.676,11.950,7,7,18,17,13,12,55.716,81.866
1782,2,2,7,7,17.671,11.966,7,7,18,17,13,12,56.347,81.809
1783,2,2,7,7,17.666,11.912,7,7,18,17,13,12,56.879,97.450
1784,2,2,7,7,17.670,11.839,7,7,18,17,13,12,55.926,100.877
1785,2,2,7,7,17.671,11.765,7,7,18,17,13,12,56.659,100.477
1786,2,2,7,7,17.688,11.699,7,7,18,17,13,12,55.254,99.217
1787,2,2,7,7,17.699,11.633,7,7,18,17,13,12,55.600,97.622
1788,2,2,7,7,17.705,11.575,7,7,18,17,13,12,55.438,96.914
1789,2,2,7,7,17.707,11.518,7,7,18,17,13,12,56.143,96.095
1790,2,2,7,7,17.699,11.461,7,7,18,17,13,12,57.028,98.667
1791,2,2,7,7,17.688,11.394,7,7,18,17,13,12,57.665,98.109
1792,2,2,7,7,17.699,11.346,7,7,18,17,13,12,55.323,96.622
1793,2,2,7,7,17.710,11.281,7,7,18,17,13,12,56.632,97.896
1794,2,2,7,7,17.719,11.224,7,7,18,17,13,12,55.289,96.224
1795,2,2,7,7,17.725,11.175,7,7,18,17,13,12,55.917,95.109
1796,2,2,7,7,17.731,11.116,7,7,18,17,13,12,55.599,96.776
1797,2,2,7,7,17.738,11.057,7,7,18,17,13,12,56.069,98.100
1798,2,2,7,7,17.748,11.000,7,7,18,17,13,12,55.742,100.088
1799,2,2,7,7,17.753,11.037,7,7,18,17,13,12,56.519,97.911
1800,2,2,7,7,17.785,10.986,7,7,18,17,13,12,55.731,95.587
1801,2,2,7,7,17.805,10.918,7,7,18,17,13,12,56.338,99.006
1802,2,2,7,7,17.804,10.860,7,7,18,17,13,12,55.803,96.395
1803,2,2,7,7,17.815,10.806,7,7,18,17,13,12,56.301,95.434
1804,2,2,7,7,17.813,10.738,7,7,18,17,13,12,56.130,99.749
1805,2,2,7,7,17.791,10.662,7,7,18,17,13,12,58.869,100.582
1806,2,2,7,7,17.785,10.604,7,7,18,17,13,12,56.321,97.815
1807,2,2,7,7,17.769,10.546,7,7,18,17,13,12,58.921,98.204
1808,2,2,7,7,17.769,10.477,7,7,18,17,13,12,56.760,100.507
1809,2,2,7,7,17.757,10.387,7,7,18,17,13,12,57.360,103.503
1810,2,2,7,7,17.751,10.318,7,7,18,17,13,12,56.180,100.138
1811,2,2,7,7,17.746,10.246,7,7,18,17,13,12,56.182,99.471
1812,2,2,7,7,17.749,10.167,7,7,18,17,13,12,56.119,101.391
1813,2,2,7,7,17.755,10.219,7,7,18,17,13,12,56.216,84.622
1814,2,2,7,7,17.764,10.282,7,7,18,17,13,12,55.158,84.751
1815,2,2,7,7,17.765,10.342,7,7,18,17,13,12,56.547,85.096
1816,2,2,7,7,17.763,10.394,7,7,18,17,13,12,55.389,85.834
1817,2,2,7,7,17.762,10.463,7,7,18,17,13,12,55.719,81.218
1818,2,2,7,7,17.757,10.505,7,7,18,17,13,12,55.944,86.382
1819,2,2,7,7,17.752,10.564,7,7,18,17,13,12,56.596,82.032
1820,2,2,7,7,17.771,10.632,7,7,18,17,13,12,55.268,82.242
1821,2,2,7,7,17.787,10.699,7,7,18,17,13,12,56.099,81.928
